Claim_ID,Claim_Date,Customer_ID,Customer_Segment,Customer_Age,Customer_Gender,Region,Product_Type,Claim_Amount,Claim_Status,Payout_Amount,Rejection_Reason,Processing_Time_Days
CLM17776,2024-02-15,CUST13325,SME,71,Male,Central,Auto,5171.21,Approved,4327.12,,10
CLM10497,2025-07-19,CUST11797,Individual,31,Female,SOUTH,HEALTH,13303.17,Rejected,0.0,Late Claim Filing,2
CLM14770,2024-02-03,CUST13885,Individual,57,Male,South,Home,27243.94,Rejected,0.0,Policy Exclusion,6
CLM12045,2025-09-10,CUST10010,Corporate,46,Female,East,Travel,2622.85,Approved,2143.21,,31
CLM11365,2024-01-07,CUST11750,SME,77,Other,south,Travel,3527.0,Under Review,0.0,,
CLM11137,2025-08-02,CUST11626,SME,18,Female,East,Auto,23765.26,Approved,21073.75,,22
CLM13161,2024-09-24,CUST12355,Individual,23,Female,South,TRAVEL,3137.74,Rejected,0.0,Late Claim Filing,38
CLM16305,2025-12-08,CUST10741,Individual,52,Female,West,Auto,10618.66,Approved,9841.87,,35
CLM14917,24/02/2024,CUST13735,Individual,51,Male,Central,Travel,790.55,Approved,630.09,,39
CLM18121,2024-08-31,CUST11716,Corporate,59,Female,North,Travel,2600.62,Approved,2307.89,,8
CLM16045,2025-10-26,CUST10536,Individual,20,Female,North,Auto,14397.65,Approved,12024.96,,32
CLM10555,2025-10-19,CUST13060,Individual,51,Female,North,Health,2925.27,Approved,2748.08,,32
CLM15684,2024-07-17,CUST11284,Individual,41,Female,West,Life,12684.63,Approved,12554.15,,40
CLM13112,2024-05-24,CUST12137,Individual,79,Male,South,Home,25552.47,Rejected,0.0,Lack of Coverage,34
CLM12245,2025-05-15,CUST12611,Individual,77,Female,Central,HEALTH,412.33,Approved,364.7,,13
CLM15677,2025-09-11,CUST12121,SME,81,Female,South,Health,7038.09,Approved,5420.54,,1
CLM11565,2025-08-04,CUST13236,Individual,49,Male,Central,Home,11612.23,Approved,8901.87,,30
CLM14260,2025-02-06,CUST13572,Individual,74,Male,East,Home,1389.22,Approved,1280.38,,29
CLM14751,12-24-2024,CUST13344,Individual,21,Male,Central,Home,28560.28,Approved,23740.5,,38
CLM17234,27/05/2025,CUST13355,Individual,69,,North,Travel,248.73,Approved,197.44,,5
CLM13682,2025-08-18,CUST12839,Individual,72,Female,East,Travel,2550.38,Approved,2353.47,,8
CLM15701,2024-04-01,CUST10421,Individual,53,Male,East,Health,2289.01,Approved,1630.3,,15
CLM17358,2025-06-18,CUST12056,individual,82,Other,Central,Auto,24002.82,Under Review,0.0,,
CLM15615,25/11/2025,CUST11343,SME,,Female,Central,Home,22710.12,Approved,16604.49,,36
CLM16941,2025-04-29,CUST11456,Individual,49,,SOUTH,Health,2666.99,Approved,2586.9,,26
CLM13180,2025-11-13,CUST10951,Corporate,81,Male,East,Auto,21747.65,Under Review,0.0,,
CLM13871,2025-03-15,CUST13199,Individual,45,Female,Central,Home,41141.69,Under Review,0.0,,
CLM10801,2025-08-08,CUST11468,Corporate,41,Male,North,Life,86434.31,Approved,80832.46,,5
CLM16260,2025-01-05,CUST10990,Individual,72,Male,North,Auto,23821.87,Rejected,0.0,Policy Exclusion,23
CLM18181,2025-03-03,CUST12313,Corporate,49,Other,EAST,Health,14964.77,Approved,11165.64,,18
CLM16565,2024-02-19,CUST12963,Corporate,20,Male,North,Auto,9999.17,Approved,9967.63,,42
CLM12826,09-15-2025,CUST13891,Individual,35,,east,Home,32528.7,Rejected,0.0,Suspected Fraud,13
CLM13729,2024-04-18,CUST13787,Individual,79,Male,South,Auto,21867.6,Approved,20030.64,,28
CLM17430,2025-03-12,CUST13915,Individual,81,Male,Central,Health,3526.97,Approved,2505.29,,24
CLM10280,2025-05-12,CUST12640,Individual,84,Male,East,Auto,7642.16,Rejected,0.0,Suspected Fraud,36
CLM11111,2025-09-20,CUST10585,SME,81,Female,North,Auto,21726.02,Rejected,0.0,Lack of Coverage,17
CLM13472,2024-12-01,CUST10239,Individual,59,Male,North,Home,28955.47,Rejected,0.0,Policy Exclusion,14
CLM18267,2024-04-19,CUST12838,SME,56,Female,Central,Home,42985.92,Rejected,0.0,Policy Exclusion,36
CLM11558,2025-03-26,CUST10811,Individual,46,Female,North,Travel,2203.57,Approved,1780.86,,9
CLM16722,2025-06-09,CUST12663,SME,19,,North,Health,6660.05,Approved,6140.95,,19
CLM15803,2025-11-18,CUST13899,Individual,38,Male,Central,Health,7716.76,Approved,7165.2,,5
CLM11233,01/07/2024,CUST10161,Individual,52,Female,Central,Auto,11239.07,Approved,8197.33,,44
CLM17912,2025-09-15,CUST11278,Individual,41,Female,East,Home,9963.61,Approved,7984.88,,23
CLM10464,2024-12-05,CUST13048,SME,75,Female,East,Auto,5249.13,Approved,4161.49,,18
CLM13232,19/12/2024,CUST12355,Individual,80,Other,South,Home,10618.43,Under Review,0.0,,
CLM16314,2025-09-18,CUST10679,Individual,,Male,North,Home,34432.58,Approved,30883.8,,36
CLM14304,2025-05-31,CUST11442,Individual,55,Male,South,Home,4447.19,Approved,3538.89,,29
CLM12451,2024-12-21,CUST12098,Individual,84,Female,West,AUTO,4384.75,Approved,3441.63,,30
CLM14491,2025-05-11,CUST11073,Individual,42,Male,East,Travel,1327.02,Rejected,0.0,Late Claim Filing,1
CLM13345,2025-06-11,CUST12860,SME,33,Female,East,Travel,2119.41,Rejected,0.0,Policy Exclusion,6
CLM16185,2024-07-25,CUST10829,Individual,31,Male,East,Home,22830.96,Rejected,0.0,Late Claim Filing,4
CLM13513,2025-03-19,CUST10339,Individual,60,Female,South,Auto,19191.68,Approved,17529.72,,35
CLM14140,2025-07-10,CUST12236,Corporate,74,Female,South,Home,31069.78,Approved,27859.58,,27
CLM10780,2024-04-23,CUST12533,SME,29,Female,North,Travel,2229.72,Approved,2015.35,,39
CLM11288,2024-04-12,CUST12327,Individual,67,Female,EAST,TRAVEL,4810.78,Rejected,0.0,Insufficient Documentation,11
CLM11094,11-20-2025,CUST12627,SME,62,Female,North,Travel,3386.97,Approved,3156.43,,38
CLM14670,2025-01-09,CUST13874,Individual,75,Female,West,Health,10200.6,Approved,8804.09,,34
CLM12278,2024-08-11,CUST13669,Individual,32,Other,North,Travel,1297.04,Under Review,0.0,,
CLM13794,2025-10-17,CUST12505,SME,60,Female,south,Health,6785.24,Approved,5755.48,,28
CLM10842,2024-06-27,CUST10873,Individual,47,Male,Central,Health,2395.71,Approved,2173.76,,31
CLM16397,2025-04-20,CUST12980,Individual,61,Male,South,Auto,20506.65,Approved,19626.59,,13
CLM17582,2025-05-23,CUST10603,Corporate,84,,North,Life,67691.07,Under Review,0.0,,
CLM16594,10-19-2025,CUST12022,Individual,51,Female,West,Travel,2927.18,Approved,2817.59,,43
CLM11968,2025-10-10,CUST10290,Individual,27,Female,Central,Auto,8793.33,Approved,8544.59,,22
CLM10761,2024-02-15,CUST11167,sme,35,Male,North,Life,85915.48,Rejected,0.0,Policy Exclusion,33
CLM10677,2025-10-14,CUST11439,Individual,83,Male,Central,Auto,8834.43,Approved,6361.41,,45
CLM11287,2024-01-31,CUST11959,Individual,54,Male,North,Health,4785.87,Approved,3576.08,,21
CLM17248,2025-12-25,CUST10829,SME,58,Male,SOUTH,life,61806.75,Approved,51298.96,,18
CLM12107,2025-05-22,CUST11665,Individual,66,Female,Central,Auto,21052.96,Approved,18778.03,,45
CLM17567,2025-09-08,CUST12393,Corporate,,Male,NORTH,Life,48458.34,Approved,36045.0,,11
CLM16075,2025-09-29,CUST11243,Corporate,25,Male,South,Health,5760.61,Approved,5099.91,,41
CLM15449,2024-02-27,CUST12913,Individual,22,Female,Central,Auto,13661.39,Approved,11965.02,,40
CLM17122,2025-02-20,CUST13244,Individual,75,Female,East,Auto,20029.42,Approved,19181.61,,41
CLM14418,2024-10-22,CUST13154,Individual,28,Male,Central,Life,26136.75,Approved,20948.27,,32
CLM12308,2025-08-19,CUST10101,Corporate,53,Female,Central,Life,62011.59,Approved,50784.84,,37
CLM10025,2025-09-28,CUST12209,Individual,23,Female,North,Auto,24997.74,Approved,18356.26,,43
CLM14204,2024-09-01,CUST13386,Individual,69,Male,West,Home,40185.0,Rejected,0.0,Late Claim Filing,11
CLM13362,2025-04-17,CUST13530,Individual,,Female,Central,Health,9091.25,Under Review,0.0,,
CLM11794,2025-09-30,CUST11629,Corporate,81,Female,West,Auto,12318.21,Approved,10899.32,,34
CLM11160,2024-08-15,CUST11481,SME,27,Female,WEST,Health,2772.43,Approved,2410.91,,35
CLM15415,2024-02-10,CUST10459,SME,80,Female,South,Travel,495.34,Approved,357.94,,34
CLM12996,2025-02-25,CUST12668,Individual,,Male,WEST,Home,34789.86,Approved,27972.65,,38
CLM11533,2024-07-19,CUST10298,Individual,39,Male,North,Travel,3916.65,Rejected,0.0,Lack of Coverage,3
CLM17221,03-30-2024,CUST10017,Individual,41,Male,West,Auto,22045.57,Rejected,0.0,Insufficient Documentation,4
CLM10649,2024-09-01,CUST11991,SME,39,Female,North,Auto,2844.25,Approved,2715.91,,39
CLM12934,2024-11-25,CUST13187,individual,47,Female,North,Auto,6622.24,Under Review,0.0,,
CLM15400,2025-08-03,CUST12666,Corporate,70,Male,West,Health,4312.52,Approved,4272.45,,25
CLM14442,2024-10-31,CUST13122,INDIVIDUAL,40,Male,South,Health,2608.37,Approved,2387.02,,4
CLM13767,2024-07-25,CUST13275,Corporate,28,Female,Central,Health,11635.27,Rejected,0.0,Late Claim Filing,44
CLM16234,2024-06-30,CUST11736,individual,42,,North,Health,13183.31,Under Review,0.0,,
CLM15322,2024-02-08,CUST11817,Individual,59,Male,East,Travel,3925.59,Rejected,0.0,Suspected Fraud,37
CLM17315,2025-03-16,CUST11840,Individual,36,Female,North,Home,15173.52,Rejected,0.0,Lack of Coverage,19
CLM11633,2024-01-10,CUST12011,Corporate,27,Male,Central,TRAVEL,4780.97,Under Review,0.0,,
CLM17120,2024-02-22,CUST11686,Corporate,21,Male,East,Home,45334.65,Approved,36337.9,,36
CLM14529,2025-09-04,CUST12992,Individual,19,Female,,Auto,22589.46,Approved,19981.52,,35
CLM12212,2025-05-27,CUST11937,Corporate,46,Male,West,Travel,894.3,Approved,794.54,,6
CLM11520,2025-03-28,CUST11394,Individual,49,Female,North,Home,24141.94,Rejected,0.0,Suspected Fraud,7
CLM14899,03/11/2025,CUST12549,individual,56,,Central,Health,12945.66,Approved,10452.34,,22
CLM14745,2024-04-12,CUST12586,Corporate,28,Female,East,Travel,2828.8,Approved,2125.07,,7
CLM15757,2025-02-06,CUST12433,INDIVIDUAL,28,Male,Central,Auto,22705.85,Approved,18098.87,,41
CLM12800,2024-09-26,CUST12435,Individual,33,Male,South,Home,10338.0,Rejected,0.0,Late Claim Filing,36
CLM13804,2025-11-16,CUST11125,SME,47,Female,North,Home,7437.23,Approved,5624.39,,9
CLM10441,2025-03-22,CUST11442,SME,76,Male,Central,Travel,2157.95,Rejected,0.0,Suspected Fraud,45
CLM11163,2025-03-11,CUST12457,Individual,32,Female,south,Health,6912.09,Approved,5117.31,,7
CLM10189,2025-11-07,CUST13612,Individual,37,Male,North,Health,6710.5,Rejected,0.0,Suspected Fraud,8
CLM17744,2024-02-04,CUST12513,Individual,33,Other,South,Auto,1828.52,Approved,1550.86,,4
CLM13971,19/04/2024,CUST12924,Individual,45,Other,Central,Travel,2290.02,Approved,1774.48,,15
CLM16520,2025-11-05,CUST10707,SME,36,Female,Central,Auto,16665.02,Under Review,0.0,,
CLM14152,2024-10-22,CUST11024,individual,60,Male,North,Life,68478.32,Approved,52876.24,,18
CLM17191,2025-01-02,CUST12634,Individual,76,Female,South,Travel,2319.54,Rejected,0.0,Policy Exclusion,33
CLM16681,2024-04-14,CUST10927,Individual,29,Male,West,Life,78199.71,Under Review,0.0,,
CLM14379,2024-01-17,CUST13653,Individual,81,Female,East,Health,8709.48,Approved,7936.44,,37
CLM11010,2024-09-11,CUST10207,INDIVIDUAL,57,Male,North,Home,1554.09,Rejected,0.0,Insufficient Documentation,35
CLM16015,2024-08-31,CUST13681,individual,60,Female,North,Auto,24081.58,Approved,23425.98,,12
CLM15204,03-16-2025,CUST13226,Individual,31,Female,West,Auto,22363.94,Approved,20948.74,,44
CLM15431,17/08/2025,CUST12617,Individual,29,Female,Central,Travel,953.72,Under Review,0.0,,
CLM16845,2025-02-06,CUST13095,CORPORATE,84,Female,West,Travel,2778.78,Rejected,0.0,Insufficient Documentation,28
CLM10840,2025-03-11,CUST10103,Corporate,41,Female,North,Health,7360.91,Approved,6681.42,,37
CLM11720,2024-04-22,CUST10474,SME,67,Male,West,Health,5796.83,Approved,5784.49,,1
CLM15147,2024-01-11,CUST13717,Individual,44,Male,North,Health,8205.88,Approved,5964.81,,35
CLM12741,2025-07-13,CUST10945,Individual,44,Female,East,Life,25741.84,Approved,18214.05,,4
CLM15378,2025-04-21,CUST11588,Individual,32,Female,East,Auto,14967.52,Approved,11831.55,,16
CLM14720,2024-01-24,CUST12022,Individual,48,Female,central,Health,12885.25,Approved,9041.39,,5
CLM11181,2024-08-25,CUST10714,Corporate,72,Female,South,Health,7308.22,Approved,5319.36,,17
CLM12473,2024-12-31,CUST13379,SME,24,Male,West,Travel,2310.92,Rejected,0.0,Lack of Coverage,42
CLM12106,2025-11-03,CUST11737,Corporate,23,Male,East,Travel,2649.53,Approved,2494.7,,29
CLM18178,2025-09-30,CUST13917,Individual,59,Male,West,Travel,2946.86,Approved,2336.95,,39
CLM10049,2024-09-13,CUST12401,Individual,18,Other,Central,health,12233.18,Approved,9046.94,,2
CLM17595,10/06/2024,CUST11765,Individual,34,Female,West,Health,11132.19,Rejected,0.0,Late Claim Filing,42
CLM18274,2025-10-16,CUST11239,INDIVIDUAL,35,Other,North,Health,2802.56,Rejected,0.0,Suspected Fraud,18
CLM13246,2024-12-01,CUST11454,Individual,42,Male,South,Health,9741.46,Approved,8984.63,,17
CLM16106,23/03/2025,CUST11666,Individual,27,Male,East,Travel,1381.17,Rejected,0.0,Lack of Coverage,43
CLM13166,2025-03-18,CUST13591,SME,38,Female,West,Health,14894.87,Approved,12552.05,,39
CLM14286,2024-05-12,CUST10994,SME,30,Female,West,Auto,21325.87,Under Review,0.0,,
CLM12560,23/09/2024,CUST13571,Individual,35,Male,,Health,4700.37,Approved,3970.98,,28
CLM10069,2025-12-13,CUST12691,Corporate,61,Male,WEST,auto,19401.78,Approved,13948.52,,9
CLM11116,05/04/2024,CUST10545,Individual,24,Male,East,Auto,14276.14,Under Review,0.0,,
CLM11938,2024-06-19,CUST13223,Individual,26,Female,West,Home,9652.25,Rejected,0.0,Insufficient Documentation,45
CLM11001,14/09/2024,CUST11900,Individual,56,Male,Central,Life,50584.58,Rejected,0.0,Lack of Coverage,7
CLM12087,2024-09-11,CUST12274,Individual,44,Male,EAST,Life,49789.35,Rejected,0.0,Lack of Coverage,32
CLM14184,01/07/2025,CUST11279,Individual,67,Male,West,Home,42413.49,Rejected,0.0,Lack of Coverage,40
CLM10489,2025-08-07,CUST10066,Individual,82,Female,East,Home,27481.63,Rejected,0.0,Policy Exclusion,27
CLM12207,2025-01-02,CUST11369,Individual,62,Female,West,Life,28494.54,Approved,25009.0,,18
CLM16329,2024-06-24,CUST10699,SME,20,Other,East,Life,71335.43,Approved,52549.25,,10
CLM18001,23/08/2024,CUST11139,Individual,85,Female,West,Health,7064.06,Approved,6647.68,,22
CLM10541,2025-07-04,CUST11893,Individual,78,Male,East,Auto,668.64,Rejected,0.0,Late Claim Filing,42
CLM17175,2024-07-30,CUST10288,SME,78,Female,North,Life,33819.53,Rejected,0.0,Lack of Coverage,27
CLM14305,2024-09-26,CUST11642,Corporate,31,Female,South,HEALTH,11126.2,Approved,10361.33,,2
CLM14463,2025-05-18,CUST12668,Individual,84,Male,Central,Travel,3288.09,Rejected,0.0,Suspected Fraud,2
CLM15087,2024-02-26,CUST12261,Individual,41,Male,North,Travel,4931.93,Approved,3629.04,,10
CLM16240,2025-10-08,CUST12580,individual,51,Male,Central,Home,29132.77,Approved,28008.12,,8
CLM10468,2025-04-17,CUST13204,Individual,63,Male,West,Life,18643.81,Approved,13545.26,,27
CLM17789,2024-04-07,CUST10147,Individual,66,Female,North,Travel,4240.81,Approved,3489.17,,23
CLM18089,2025-07-08,CUST13627,Individual,79,Male,Central,Travel,2612.34,Rejected,0.0,Late Claim Filing,19
CLM13611,2025-07-30,CUST11203,SME,77,Female,East,Home,40981.52,Approved,32822.98,,41
CLM15977,2025-03-23,CUST11483,Individual,22,Female,Central,AUTO,11143.34,Approved,10640.04,,13
CLM11241,2025-11-08,CUST10006,SME,79,,West,travel,2434.33,Approved,1877.29,,35
CLM11619,2024-03-27,CUST12683,Corporate,23,Female,north,Health,14943.59,Approved,12498.35,,11
CLM15125,2024-12-21,CUST10087,Individual,54,Male,,TRAVEL,2619.68,Approved,2381.84,,26
CLM18190,01/04/2024,CUST10335,Individual,21,Male,West,Travel,2428.58,Under Review,0.0,,
CLM15108,2025-06-30,CUST10711,SME,18,Female,West,Home,18141.86,Under Review,0.0,,
CLM17116,2024-04-01,CUST12398,Individual,81,Female,North,Life,90200.72,Approved,65265.69,,44
CLM14490,09-16-2025,CUST10199,SME,66,Male,North,Auto,1758.48,Approved,1592.11,,34
CLM11173,2025-10-09,CUST11724,SME,37,Male,Central,Health,10265.22,Under Review,0.0,,
CLM13592,2024-12-28,CUST13594,SME,27,Male,South,Life,53796.31,Under Review,0.0,,
CLM10839,2024-06-05,CUST11761,Individual,53,Female,east,Life,71377.17,Under Review,0.0,,
CLM13456,2025-09-15,CUST13040,individual,83,Male,West,Travel,2055.32,Under Review,0.0,,
CLM16336,2024-09-25,CUST13368,Individual,21,Female,South,Home,42028.04,Approved,36346.14,,43
CLM10113,2025-06-12,CUST10275,Corporate,,Male,South,Home,3189.47,Approved,2640.6,,36
CLM11011,2025-06-30,CUST13024,Individual,53,Female,West,Auto,6344.41,Approved,4740.76,,21
CLM17407,04-03-2025,CUST10893,Individual,71,Male,West,Home,41613.14,Approved,35929.55,,2
CLM17623,2025-12-26,CUST12222,Individual,72,Female,Central,HOME,29732.46,Approved,27201.19,,36
CLM12880,10/08/2025,CUST10304,corporate,18,Male,South,LIFE,46519.09,Approved,36620.92,,1
CLM16014,2024-03-11,CUST13790,Individual,,Female,Central,Home,35109.06,Approved,31272.63,,3
CLM17809,2024-07-19,CUST13366,Individual,67,Female,Central,Health,7017.91,Rejected,0.0,Policy Exclusion,10
CLM10863,2024-07-22,CUST10192,Individual,61,Female,South,Health,2597.41,Approved,2304.12,,10
CLM16182,2024-06-29,CUST11029,sme,35,Female,North,Life,29726.31,Under Review,0.0,,
CLM14001,26/04/2024,CUST12367,Corporate,18,Male,Central,Auto,15096.79,Rejected,0.0,Policy Exclusion,29
CLM10556,2024-06-11,CUST13576,Individual,27,Other,Central,Home,39716.74,Rejected,0.0,Late Claim Filing,6
CLM13052,2025-08-06,CUST12661,Individual,47,Male,West,Life,41837.43,Approved,31053.74,,33
CLM15792,21/02/2025,CUST11968,Corporate,40,Male,East,Auto,18429.31,Approved,15491.12,,38
CLM11061,2025-08-25,CUST13748,SME,34,Female,central,Health,4312.7,Approved,3957.16,,14
CLM10306,2024-11-16,CUST13451,Individual,85,Female,North,Health,3693.41,Approved,3478.28,,25
CLM13614,2025-06-28,CUST10390,SME,84,Female,West,Life,81385.97,Under Review,0.0,,
CLM10924,2025-11-21,CUST10699,Individual,70,Female,Central,LIFE,58644.33,Approved,58628.98,,25
CLM12138,2024-03-28,CUST13336,Individual,46,Female,Central,Auto,18439.44,Approved,15155.09,,8
CLM10493,03/07/2024,CUST12480,Individual,82,Female,SOUTH,Home,39996.94,Approved,33020.98,,8
CLM16764,2025-09-04,CUST10956,corporate,22,Male,Central,Life,97901.83,Rejected,0.0,Suspected Fraud,35
